em_syserr inclination_EM log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance redshift Ebv log_likelihood log_prior
0.5020630144180488 0.0674708848817236 55.82248012794933 0.15303006966323085 0.30733709110146273 -3.261163163269104 2.739054476595653 -1.7188853847198766 -3.261295031245788 0.0 38878.0 4.2 0.0 -19.104669684635518 -6.381425972162889
1.4874082255177274 0.07289803238333839 56.37533648733785 0.13856083321842105 0.22672469298960174 -0.929756861423157 2.2462403694739885 -2.514972416419332 -4.9236358994349025 0.0 38878.0 4.2 0.0 -18.94859652027925 -7.409364948876977
0.6385994035186029 0.10192103208483941 54.64890961737631 0.189170343940333 0.5578734696401629 -3.3922412198591383 2.345658940651335 -0.41069271053727086 -3.602444374035966 0.0 38878.0 4.2 0.0 -18.939719783437617 -6.88190371977992
1.5883747217433477 0.035657094617445394 55.4914208598793 0.29379989825949987 0.13735614707142993 -1.9271980401070996 2.741004135053277 -0.9352766582713308 -5.304475521785539 0.0 38878.0 4.2 0.0 -18.71222189534035 -8.088059684368073
1.5678946246473584 0.026164992991250878 56.84882354352813 0.18824137260975723 0.6965570579415397 -3.6622992719987604 2.68474684410093 -1.910572293068344 -4.562439985922444 0.0 38878.0 4.2 0.0 -18.70709181298289 -7.639713952729737
1.2365434216787374 0.13435847800684395 55.69071015674997 0.29067224822715565 0.6340240731125609 -4.00377814343892 2.2589408431621583 -1.5082888524938474 -3.415727168549112 0.0 38878.0 4.2 0.0 -18.66713809389433 -7.927055364421425
0.9128368536333704 0.06294081653860396 54.930468541932505 0.20048695750784304 0.4093592227973527 2.2908370870471444 2.0230128185826337 -1.9995089305600255 -2.0701456387243518 0.0 38878.0 4.2 0.0 -18.63118272253258 -7.201365931579651
0.7558512689197369 0.028052626621806232 53.806798450774885 0.1652687033019904 0.18168752639871313 -4.716102985968092 2.129437476730451 -0.45687113369761256 -0.5676870337651199 0.0 38878.0 4.2 0.0 -18.464261977059465 -6.784691002429707
1.0287124859161083 0.05425088399949077 55.7295846974908 0.15197359634886284 0.4888861688573843 -3.871568285738601 2.211721229087898 -3.1003540610817293 -0.6332307039325951 0.0 38878.0 4.2 0.0 -18.057946287514618 -7.05835566775503
0.7698642932789797 0.22796805588344027 53.94988399928394 0.22387548567953858 0.6378153127638174 -3.8630666410557843 2.3332460385365517 -1.229866001050603 -0.562940729561781 0.0 38878.0 4.2 0.0 -17.985809176289692 -7.610170663936703
1.4296763450703798 0.02303861546729636 55.64104419473108 0.2870683933070632 0.18043293277171307 0.4235792582134783 2.4447157891854348 -1.5464066095896527 -5.626610358045535 0.0 38878.0 4.2 0.0 -17.954308920613848 -7.956774351608733
0.14130899045784406 0.0650433627918971 56.57200815609255 0.1243927000820941 0.44573087645695586 1.4714822168766748 2.6661427797294572 -0.46914334285325143 -9.603502608822359 0.0 38878.0 4.2 0.0 -17.660286211616942 -4.945967963553084
1.053319979937326 0.020172781425110385 53.921449135505014 0.20643350983436526 0.16018000441680702 2.5134901257777607 2.1516587544014705 -0.5596757604862699 -5.2036391929387875 0.0 38878.0 4.2 0.0 -17.527946699560548 -7.329183309474082
1.14593428043678 0.13816206191798702 54.63529324870658 0.20711491934465073 0.5691301856444595 1.3791251110598939 2.1080035793507963 -1.7055503883511731 -3.7866885720553416 0.0 38878.0 4.2 0.0 -17.440550294034715 -7.634467298814324
1.2334057944572578 0.07082471832311363 54.21211522444631 0.2381702411217472 0.34482315442173117 -4.367456701098952 2.4614898227842383 -1.01208038130215 -1.3543446390040739 0.0 38878.0 4.2 0.0 -17.3939142336873 -7.668629257883627
0.9957850104085154 0.08378429635762062 53.35832587720229 0.14803776236412006 0.6470982752454216 -0.3606030970299061 2.053874502883848 -0.3678238110823395 -2.949398320124203 0.0 38878.0 4.2 0.0 -17.38763756655002 -7.0960272389217325
1.017164651999252 0.004438624950493366 55.760709189960664 0.22783284767463635 0.7537475155809864 -5.01059995824811 2.403641231176003 -1.5101000913316476 -3.2500988114832596 0.0 38878.0 4.2 0.0 -17.266241227358346 -7.3878798082588855
1.1055828048284635 0.22108783009120364 55.284991060185156 0.14230204348498632 0.41071836672312523 -1.6160605775783896 2.0282130042863686 -1.8484322449107875 -0.06356572824404871 0.0 38878.0 4.2 0.0 -16.946735331983458 -8.207866722720864
1.2696209316786473 0.1321664445951513 56.99698527035572 0.3090683244400035 0.15496806173625646 -5.4848594547335265 2.817115805031703 -0.37903695909165513 -6.841201667616315 0.0 38878.0 4.2 0.0 -16.878115363699287 -7.995229715093869
0.9509804543005668 0.017286019516419726 55.811374566741215 0.1854182157309144 0.1444334754313674 -1.1979791393149393 2.3279766202669734 -1.0907286260732914 -6.124393097640164 0.0 38878.0 4.2 0.0 -16.734767262004908 -7.11930028010132
0.8043076155125428 0.03073165600181715 54.38325303080067 0.16934139919496466 0.37796749159512977 0.7946679595225588 2.642174376427579 -0.2451173304111256 -5.918738102386849 0.0 38878.0 4.2 0.0 -16.575275772720993 -6.873232107205268
0.43513827362512986 0.12292934954369235 53.91598953950067 0.2159572396633371 0.6625153074425197 0.07895140822843771 2.1398728163849428 -0.9732380949320358 -3.5771476429424345 0.0 38878.0 4.2 0.0 -16.476758923139116 -6.647349626193506
1.0178637425072394 0.03476323823627134 55.73429296238366 0.05634244673198602 0.1318233472998262 -0.9991241147288568 2.9649499405492183 -1.0512557076249003 -5.836435354885769 0.0 38878.0 4.2 0.0 -16.466496190323653 -6.182123455394229
0.5707953236808813 0.017332697464336702 54.215785763237676 0.19803937839329938 0.45485229874398053 -3.7541665703480005 2.797803944863629 -0.896931645272173 -2.5672208144861237 0.0 38878.0 4.2 0.0 -16.359725851610392 -6.674123445561536
0.983960556887466 0.08049492000218042 56.763516729997576 0.08784116498530042 0.1519061035980013 -1.318895927615535 2.533961671667556 -0.9958586685899622 -7.011275060495462 0.0 38878.0 4.2 0.0 -16.30598460075296 -6.8218521075926635
1.0910727475224828 0.09613641412553547 56.97239047816778 0.2675185120200161 0.31748898596779185 -0.9955774007579485 2.644290302096096 -0.7751645370688935 -8.59656609309467 0.0 38878.0 4.2 0.0 -16.1919138127285 -7.680214779037732
0.9240039620236127 0.13785495476124993 56.21858357390089 0.3092390004626993 0.4611112800048709 -5.768022234843993 2.6711891261647285 -1.1370118529891302 -3.587184841085734 0.0 38878.0 4.2 0.0 -16.073543484037938 -7.6859098556861385
1.2081679065284938 0.013931571987099017 54.741118594287094 0.2034172709256231 0.5393252534884431 1.7201093188646377 2.666725578338833 -0.7638112324647981 -6.249880492713452 0.0 38878.0 4.2 0.0 -16.049495589993118 -7.449222102765375
0.7336741978855278 0.04256984899273869 55.142606357375456 0.2910070253801904 0.537646221280255 -3.887916272720825 2.094761237375926 -2.3531724590898744 -0.26506073568321575 0.0 38878.0 4.2 0.0 -15.983304793973208 -7.310000779058096
0.18198869650653002 0.17206402582871524 55.914802403387135 0.21004426551299932 0.28952239607768965 1.0865838978005877 2.6645367168145193 -1.33991092380667 -6.68489663302606 0.0 38878.0 4.2 0.0 -15.979662146424193 -5.921476039322662
1.0434579343181951 0.15451864888312802 55.28220432206795 0.20513806500247883 0.22749771273791994 -2.5865200538816473 2.406185612531537 -0.6154521312143917 -5.014935890285061 0.0 38878.0 4.2 0.0 -15.949825768634813 -7.592406688318031
0.8861394315333877 0.12003213003067771 56.86613962356648 0.22984622133157367 0.5778581467149013 -3.211580577911146 2.6152562701393665 -2.266761974938159 -3.9513100018254637 0.0 38878.0 4.2 0.0 -15.8410211290389 -7.394882602453553
0.9560796408812532 0.048124171373854885 55.24716099641666 0.06917372604786563 0.20334488590966546 -0.8539411113289157 2.775447213454841 -1.2868477695298202 -4.5098611273663245 0.0 38878.0 4.2 0.0 -15.725386460245725 -6.376331661121099
