em_syserr inclination_EM log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance redshift Ebv log_likelihood log_prior
1.0854965108604042 0.22011521871345646 53.894872140303036 0.19133818021117444 0.2269499372115431 -2.8101615128550566 2.168697935595265 -1.4626916120815867 -0.3480673854507561 0.0 38878.0 4.2 0.0 -28.455525791961772 -7.940373464175074
0.7094452009685074 0.28822053750445875 56.04145889556734 0.18529691151553596 0.6067116677894004 -2.1715511737916264 2.870917251315519 -1.5861340838671962 -4.093776539417792 0.0 38878.0 4.2 0.0 -27.950110426390708 -8.031006402404653
0.9392424015710242 0.059803802563399205 55.87511035659777 0.17000010789914616 0.4823986904724483 -3.9016149690164754 2.5093117112042704 -1.9164506531778343 -2.947574575655274 0.0 38878.0 4.2 0.0 -22.951123603552205 -7.077615811591673
1.0451508041763844 0.03352756966028549 56.016405306887876 0.2829340923487033 0.28865450443051666 -4.768933827755454 2.98901736704083 -1.1291646971718454 -4.242715228985162 0.0 38878.0 4.2 0.0 -22.37053590602828 -7.63350147258668
0.8994619403744943 0.005569324219316442 56.8549181261661 0.2555879675554111 0.1446880244922767 -1.8293251886641482 2.6550693806807804 -1.0367230404447527 -7.581316018773156 0.0 38878.0 4.2 0.0 -22.209702662693267 -7.3783486903955735
0.8054366092714428 0.03378279889761673 55.06246030249195 0.1741356496850342 0.5694591258013588 0.5370021260354418 2.3357816307557364 -0.6014811114962972 -6.7779518564828605 0.0 38878.0 4.2 0.0 -21.969669611393954 -6.904901145663504
1.0027348921460952 0.07004934121949982 56.2543271234253 0.1373912861669538 0.20860048553802812 -4.303810775306423 2.483867651933024 -1.3678769260312413 -4.620745489450546 0.0 38878.0 4.2 0.0 -21.80005308379453 -6.998164347640575
1.2347640550961625 0.05527637008467277 54.13236271494633 0.22413475282567175 0.5456415389493762 -1.6769346296662828 2.1489445983127085 -0.9177103681525525 -2.93400581180026 0.0 38878.0 4.2 0.0 -21.602496288481507 -7.595705412510268
1.1165136058423264 0.02019900145676911 55.51267445848636 0.06852683614520685 0.06947693443146787 -3.410767061636415 2.723840565848316 -0.9734830029373045 -4.491068532449592 0.0 38878.0 4.2 0.0 -21.593196881931416 -6.323503546438768
0.9230275758735427 0.06856256420710455 54.485107801401895 0.0627550088669585 0.2471321370568212 1.9725444274603312 2.6048523636016343 -0.4031118267889635 -6.622137607355121 0.0 38878.0 4.2 0.0 -21.549795594248216 -6.598592923105164
1.2543541522903803 0.059862653899907414 55.405034523495544 0.10087652675551922 0.07960081397059639 -3.404772534366236 2.6865349474570275 -1.5121146799083327 -3.293072349987125 0.0 38878.0 4.2 0.0 -21.45646195425268 -6.959219971102755
0.9781212639859629 0.08469355299065004 56.528641930564646 0.18163638003070817 0.35820603472468365 -3.3464743192185984 2.4882915337702585 -1.4157235984353167 -5.466527086020879 0.0 38878.0 4.2 0.0 -21.447261579675626 -7.23120398093647
0.9962896576618866 0.053228516325987456 54.22114576657375 0.19823393527997987 0.3495686604458274 1.3793385526703927 2.396815647122087 -0.38417276908140696 -6.28689976661861 0.0 38878.0 4.2 0.0 -21.432862906036235 -7.264331303520422
0.6683215080653554 0.03165366617917116 55.745616261503386 0.05139442038039778 0.0511846245137495 -2.197033156228027 2.721588905227392 -0.9890327056729751 -5.6149954676013945 0.0 38878.0 4.2 0.0 -21.40961697467242 -5.668833479299428
0.5265376999717394 0.052955027509047195 53.346802754105596 0.14140838945421103 0.18565083442732852 -1.1699237858795088 2.0180984025531363 -0.28518273356585766 -1.150829892685083 0.0 38878.0 4.2 0.0 -21.373713899923736 -6.322963708995484
1.0252385642732464 0.08079945920212872 55.80388288921306 0.30489584430235683 0.28467184310177107 -3.1470555823520217 2.967242794730354 -1.498927247256355 -3.860893004079683 0.0 38878.0 4.2 0.0 -21.20647244502174 -7.7125884674472145
0.9768809202959692 0.0051610499292839935 55.2539877211553 0.061333491503223064 0.03490362897360726 0.9981145863844727 2.708489053752557 -0.3621751325471205 -7.097989885394016 0.0 38878.0 4.2 0.0 -21.142191095692702 -6.039101185325007
0.7634526295189269 0.27121792726277993 54.502521652716396 0.2945418132583416 0.39149027357120975 1.4350270575289956 2.3849904112197007 -0.9019894906509389 -5.4446503293050785 0.0 38878.0 4.2 0.0 -21.140301187185234 -7.774396425319354
0.6243712839536792 0.08612727476049016 54.46581485700714 0.22737976144169958 0.6892419924204276 -2.3818580706331747 2.1072415607450687 -1.2518880646658959 -2.1246535430316538 0.0 38878.0 4.2 0.0 -21.128291023203495 -6.969422289100615
0.8540419522897077 0.23938173210588404 54.7509872993162 0.2785631633369994 0.6695993792443146 -1.4461626685164317 2.4473356285268246 -1.3610070653700728 -3.670080379811691 0.0 38878.0 4.2 0.0 -21.122403753973078 -7.778909618078668
1.1357148029045312 0.0005868892686901628 56.26916376825209 0.21560183196331953 0.09681437826247627 -1.0132109820720263 2.8519275023290866 -0.24667671277657632 -8.23182893442861 0.0 38878.0 4.2 0.0 -21.07905296447666 -7.443054837543172
1.1994240318753928 0.0358961436023862 53.82332174058031 0.205336229448181 0.7417825483289515 -0.32025680744420093 2.140464397441821 -0.7271552290836132 -3.5747304591188804 0.0 38878.0 4.2 0.0 -21.058558863777233 -7.464265090703331
1.1339035749537603 0.0677214942601146 56.748125845825484 0.19854442483719786 0.0761429956937798 -4.6516265628719395 2.9863392951019243 -1.1544380287819465 -5.273560290236962 0.0 38878.0 4.2 0.0 -21.02245189384474 -7.41739918179776
