em_syserr inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance redshift Ebv log_likelihood log_prior
1.8813067261437981 0.08034848176824022 55.31756951563761 0.28540960751361866 -3.168727064884229 2.8875568273673777 -1.6421143236215658 -3.376692511467625 0.0 38878.0 4.2 0.0 -23.515081137421756 -8.516578591588832
0.25832024101762224 0.13892060111403826 56.04402748480087 0.3024283065811537 1.3156600142387722 2.3360297311088414 -2.1018648731049994 -5.9391335921630635 0.0 38878.0 4.2 0.0 -20.327443835753517 -6.651344933192911
1.2945361139471274 0.05840799613625391 55.73736891617986 0.0656788246935129 -5.731688609224202 2.2237850030686133 -1.9450718309381503 -1.2605727772540085 0.0 38878.0 4.2 0.0 -19.013352924068784 -7.035357650224966
1.1268845786490496 0.09889959668488323 56.38086163858688 0.24202453637140672 1.2029642944897816 2.2529676883942824 -2.15389220798897 -6.225692359509074 0.0 38878.0 4.2 0.0 -18.90168702700435 -7.887816219871121
1.0081993487394991 0.2182228140509524 55.85482051251351 0.25048604292268195 -5.57320089271024 2.5614971775399793 -1.916790847389291 -2.515855119518477 0.0 38878.0 4.2 0.0 -18.65274366574293 -8.106348442900448
0.7585293095748415 0.04905605705053683 56.47133148290401 0.10261094890296729 1.3855160077751671 2.2403657644779935 -1.3456145643184918 -8.256851001609178 0.0 38878.0 4.2 0.0 -18.26772804325791 -6.665854071596164
1.0169596933564886 0.0721304392609183 56.606575516717456 0.07778471170991212 -0.20026224048788333 2.21004210410674 -3.589277099519166 -1.7909529431143394 0.0 38878.0 4.2 0.0 -18.06163896640252 -6.9977169828205845
0.9139028809011464 0.045742306243201136 55.21441013493843 0.0442684055590718 0.9470889815957504 2.207613942531601 -2.223151930799788 -0.47146903135978313 0.0 38878.0 4.2 0.0 -17.885446547677954 -6.431093057442526
1.4625748030527428 0.19427966944548938 55.52823601912831 0.19327255574096636 1.6282277409226555 2.632802032161358 -0.17584056749723853 -8.208929030167269 0.0 38878.0 4.2 0.0 -17.855997471561995 -8.346479852506562
0.49271613357119204 0.09370099879090998 56.425958360361676 0.1378267967027584 -4.580224311311801 2.4126830191043993 -2.528888829702648 -2.226987114930922 0.0 38878.0 4.2 0.0 -17.82486107539909 -6.646274917321498
