em_syserr inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance redshift Ebv log_likelihood log_prior
0.9629314138014659 0.22499289867464722 53.43097862758751 0.24216445860464722 0.307557403257821 2.354477317369633 -0.9025463631266009 -2.8924653999802628 0.0 38878.0 4.2 0.0 -24.15439390449618 -8.079270751239847
1.1589159624309242 0.06629064971834528 54.00452439808249 0.1349241850898234 -2.6182850723849613 2.3198488906525743 -1.0237583441433995 -2.461517953712139 0.0 38878.0 4.2 0.0 -23.737547793951702 -7.369898541594335
0.40015739120260985 0.08194921002327367 54.70841500238591 0.11940890673739843 -0.6177550059171146 2.3553094120076388 -0.7708704393532697 -4.849288393247875 0.0 38878.0 4.2 0.0 -23.639906109579805 -6.299157745332449
1.137479467797513 0.17432960092966993 56.046545164841476 0.21688449427102807 -1.589102117668376 2.323122911520277 -0.8600861718504094 -6.734915630958893 0.0 38878.0 4.2 0.0 -23.484429704996604 -8.027929671274702
1.1042705513822402 0.22653118135820605 55.85818725382154 0.23468812183909238 -0.617751184580781 2.4239754809051304 -0.1864898334718692 -7.799898389173097 0.0 38878.0 4.2 0.0 -23.131712245431903 -8.219475318915958
0.6293128288408082 0.0034665356561024785 56.35947396303786 0.052428077423877256 -4.6726497978191475 2.6849765096213978 -0.9653614422220098 -5.026759195344343 0.0 38878.0 4.2 0.0 -23.131074197290676 -5.695505279980897
1.0180585134394267 0.04414659917739469 54.30885395519101 0.07490587900630297 1.3485147910751545 2.2749616622937574 -0.17011111411757707 -6.424740541608755 0.0 38878.0 4.2 0.0 -22.98290683354607 -6.704806822426685
0.6859317308777143 0.0579396103552775 56.24082082270587 0.20488737974219662 -0.21202328805313897 2.822234819240596 -0.003904655620364572 -8.82018878845295 0.0 38878.0 4.2 0.0 -22.622846599587966 -7.182345155519139
1.2132780032480477 0.010973394189594612 56.67251515121734 0.035319917863567446 -5.717645209089829 2.799273329004795 -1.8139565204879031 -3.6852280999292937 0.0 38878.0 4.2 0.0 -22.238831691004975 -6.003039539604952
0.6196058359026227 0.12937345878220274 54.3317666671095 0.2526181589297255 1.741388976177948 2.2143596941413892 -0.5541776565495473 -6.081582662802218 0.0 38878.0 4.2 0.0 -21.9767255192724 -7.379471275715441
0.5070301380686943 0.021179675933483404 54.58103865552588 0.05060874590559479 -1.8128445751888878 2.589127701030047 -1.0727594660118864 -3.93941084854303 0.0 38878.0 4.2 0.0 -21.969538047267523 -5.529513890752335
1.1496079142661164 0.03481984587997853 56.11370007217999 0.09037563309582482 -2.827280789017972 2.665168248345557 -1.3445447578735474 -4.954827113803391 0.0 38878.0 4.2 0.0 -21.4719048016533 -6.9146195224529405
0.8977150591793036 0.037802756002375267 56.712125618128994 0.07230599692542077 -4.318819148902235 2.6466623288437656 -1.055389205226552 -5.4108745407964856 0.0 38878.0 4.2 0.0 -21.471487610110888 -6.506676851675281
1.1296072840592488 0.07301830986993031 53.95007823901673 0.08174143105627471 0.5056423046455665 2.0291754671650066 -0.38504367298242936 -3.6985376813329545 0.0 38878.0 4.2 0.0 -21.4225840354473 -7.121413035231441
1.1776072668521438 0.034739633474200164 56.695636435315045 0.08849311099067426 -3.7561065477102114 2.6073266033311104 -1.3904270347984267 -5.520131522339983 0.0 38878.0 4.2 0.0 -21.338897626170606 -6.9204683644020335
